selector,r_val,r_eval,model,count,frequency
SRCV,0.18,0.24,KNN,2,0.08
SRCV,0.18,0.24,RandomForest,0,0.0
SRCV,0.18,0.24,HistGB,23,0.92
SRCV,0.18,0.32,OLS,0,0.0
SRCV,0.18,0.32,RidgeCV,0,0.0
SRCV,0.18,0.32,LassoCV,0,0.0
SRCV,0.18,0.32,KNN,2,0.08
SRCV,0.18,0.32,RandomForest,0,0.0
SRCV,0.18,0.32,HistGB,23,0.92
SRCV,0.18,0.4,OLS,0,0.0
SRCV,0.18,0.4,RidgeCV,0,0.0
SRCV,0.18,0.4,LassoCV,0,0.0
SRCV,0.18,0.4,KNN,2,0.08
SRCV,0.18,0.4,RandomForest,0,0.0
SRCV,0.18,0.4,HistGB,23,0.92
SRCV,0.18,0.5,OLS,0,0.0
SRCV,0.18,0.5,RidgeCV,0,0.0
SRCV,0.18,0.5,LassoCV,0,0.0
SRCV,0.18,0.5,KNN,2,0.08
SRCV,0.18,0.5,RandomForest,0,0.0
SRCV,0.18,0.5,HistGB,23,0.92
SRCV,0.19,0.0,OLS,0,0.0
SRCV,0.19,0.0,RidgeCV,0,0.0
SRCV,0.19,0.0,LassoCV,0,0.0
SRCV,0.19,0.0,KNN,1,0.04
SRCV,0.19,0.0,RandomForest,1,0.04
SRCV,0.19,0.0,HistGB,23,0.92
SRCV,0.19,0.025,OLS,0,0.0
SRCV,0.19,0.025,RidgeCV,0,0.0
SRCV,0.19,0.025,LassoCV,0,0.0
SRCV,0.19,0.025,KNN,1,0.04
SRCV,0.19,0.025,RandomForest,1,0.04
SRCV,0.19,0.025,HistGB,23,0.92
SRCV,0.19,0.1,OLS,0,0.0
SRCV,0.19,0.1,RidgeCV,0,0.0
SRCV,0.19,0.1,LassoCV,0,0.0
SRCV,0.19,0.1,KNN,1,0.04
SRCV,0.19,0.1,RandomForest,1,0.04
SRCV,0.19,0.1,HistGB,23,0.92
SRCV,0.19,0.15,OLS,0,0.0
SRCV,0.19,0.15,RidgeCV,0,0.0
SRCV,0.19,0.15,LassoCV,0,0.0
SRCV,0.19,0.15,KNN,1,0.04
SRCV,0.19,0.15,RandomForest,1,0.04
SRCV,0.19,0.15,HistGB,23,0.92
SRCV,0.19,0.19,OLS,0,0.0
SRCV,0.19,0.19,RidgeCV,0,0.0
SRCV,0.19,0.19,LassoCV,0,0.0
SRCV,0.19,0.19,KNN,1,0.04
SRCV,0.19,0.19,RandomForest,1,0.04
SRCV,0.19,0.19,HistGB,23,0.92
SRCV,0.19,0.2,OLS,0,0.0
SRCV,0.19,0.2,RidgeCV,0,0.0
SRCV,0.19,0.2,LassoCV,0,0.0
SRCV,0.19,0.2,KNN,1,0.04
SRCV,0.19,0.2,RandomForest,1,0.04
SRCV,0.19,0.2,HistGB,23,0.92
SRCV,0.19,0.21,OLS,0,0.0
SRCV,0.19,0.21,RidgeCV,0,0.0
SRCV,0.19,0.21,LassoCV,0,0.0
SRCV,0.19,0.21,KNN,1,0.04
SRCV,0.19,0.21,RandomForest,1,0.04
SRCV,0.19,0.21,HistGB,23,0.92
SRCV,0.19,0.24,OLS,0,0.0
SRCV,0.19,0.24,RidgeCV,0,0.0
SRCV,0.19,0.24,LassoCV,0,0.0
SRCV,0.19,0.24,KNN,1,0.04
SRCV,0.19,0.24,RandomForest,1,0.04
SRCV,0.19,0.24,HistGB,23,0.92
SRCV,0.19,0.32,OLS,0,0.0
SRCV,0.19,0.32,RidgeCV,0,0.0
SRCV,0.19,0.32,LassoCV,0,0.0
SRCV,0.19,0.32,KNN,1,0.04
SRCV,0.19,0.32,RandomForest,1,0.04
SRCV,0.19,0.32,HistGB,23,0.92
SRCV,0.19,0.4,OLS,0,0.0
SRCV,0.19,0.4,RidgeCV,0,0.0
SRCV,0.19,0.4,LassoCV,0,0.0
SRCV,0.19,0.4,KNN,1,0.04
SRCV,0.19,0.4,RandomForest,1,0.04
SRCV,0.19,0.4,HistGB,23,0.92
SRCV,0.19,0.5,OLS,0,0.0
SRCV,0.19,0.5,RidgeCV,0,0.0
SRCV,0.19,0.5,LassoCV,0,0.0
SRCV,0.19,0.5,KNN,1,0.04
SRCV,0.19,0.5,RandomForest,1,0.04
SRCV,0.19,0.5,HistGB,23,0.92
SRCV,0.195,0.0,OLS,0,0.0
SRCV,0.195,0.0,RidgeCV,0,0.0
SRCV,0.195,0.0,LassoCV,0,0.0
SRCV,0.195,0.0,KNN,1,0.04
SRCV,0.195,0.0,RandomForest,1,0.04
SRCV,0.195,0.0,HistGB,23,0.92
SRCV,0.195,0.025,OLS,0,0.0
SRCV,0.195,0.025,RidgeCV,0,0.0
SRCV,0.195,0.025,LassoCV,0,0.0
SRCV,0.195,0.025,KNN,1,0.04
SRCV,0.195,0.025,RandomForest,1,0.04
SRCV,0.195,0.025,HistGB,23,0.92
SRCV,0.195,0.1,OLS,0,0.0
SRCV,0.195,0.1,RidgeCV,0,0.0
SRCV,0.195,0.1,LassoCV,0,0.0
SRCV,0.195,0.1,KNN,1,0.04
SRCV,0.195,0.1,RandomForest,1,0.04
SRCV,0.195,0.1,HistGB,23,0.92
SRCV,0.195,0.15,OLS,0,0.0
SRCV,0.195,0.15,RidgeCV,0,0.0
SRCV,0.195,0.15,LassoCV,0,0.0
SRCV,0.195,0.15,KNN,1,0.04
SRCV,0.195,0.15,RandomForest,1,0.04
SRCV,0.195,0.15,HistGB,23,0.92
SRCV,0.195,0.19,OLS,0,0.0
SRCV,0.195,0.19,RidgeCV,0,0.0
SRCV,0.195,0.19,LassoCV,0,0.0
SRCV,0.195,0.19,KNN,1,0.04
SRCV,0.195,0.19,RandomForest,1,0.04
SRCV,0.195,0.19,HistGB,23,0.92
SRCV,0.195,0.2,OLS,0,0.0
SRCV,0.195,0.2,RidgeCV,0,0.0
SRCV,0.195,0.2,LassoCV,0,0.0
SRCV,0.195,0.2,KNN,1,0.04
SRCV,0.195,0.2,RandomForest,1,0.04
SRCV,0.195,0.2,HistGB,23,0.92
SRCV,0.195,0.21,OLS,0,0.0
SRCV,0.195,0.21,RidgeCV,0,0.0
SRCV,0.195,0.21,LassoCV,0,0.0
SRCV,0.195,0.21,KNN,1,0.04
SRCV,0.195,0.21,RandomForest,1,0.04
SRCV,0.195,0.21,HistGB,23,0.92
SRCV,0.195,0.24,OLS,0,0.0
SRCV,0.195,0.24,RidgeCV,0,0.0
SRCV,0.195,0.24,LassoCV,0,0.0
SRCV,0.195,0.24,KNN,1,0.04
SRCV,0.195,0.24,RandomForest,1,0.04
SRCV,0.195,0.24,HistGB,23,0.92
SRCV,0.195,0.32,OLS,0,0.0
SRCV,0.195,0.32,RidgeCV,0,0.0
SRCV,0.195,0.32,LassoCV,0,0.0
SRCV,0.195,0.32,KNN,1,0.04
SRCV,0.195,0.32,RandomForest,1,0.04
SRCV,0.195,0.32,HistGB,23,0.92
SRCV,0.195,0.4,OLS,0,0.0
SRCV,0.195,0.4,RidgeCV,0,0.0
SRCV,0.195,0.4,LassoCV,0,0.0
SRCV,0.195,0.4,KNN,1,0.04
SRCV,0.195,0.4,RandomForest,1,0.04
SRCV,0.195,0.4,HistGB,23,0.92
SRCV,0.195,0.5,OLS,0,0.0
SRCV,0.195,0.5,RidgeCV,0,0.0
SRCV,0.195,0.5,LassoCV,0,0.0
SRCV,0.195,0.5,KNN,1,0.04
SRCV,0.195,0.5,RandomForest,1,0.04
SRCV,0.195,0.5,HistGB,23,0.92
SRCV,0.2,0.0,OLS,0,0.0
SRCV,0.2,0.0,RidgeCV,0,0.0
SRCV,0.2,0.0,LassoCV,0,0.0
SRCV,0.2,0.0,KNN,5,0.2
SRCV,0.2,0.0,RandomForest,2,0.08
SRCV,0.2,0.0,HistGB,18,0.72
SRCV,0.2,0.025,OLS,0,0.0
SRCV,0.2,0.025,RidgeCV,0,0.0
SRCV,0.2,0.025,LassoCV,0,0.0
SRCV,0.2,0.025,KNN,5,0.2
SRCV,0.2,0.025,RandomForest,2,0.08
SRCV,0.2,0.025,HistGB,18,0.72
SRCV,0.2,0.1,OLS,0,0.0
SRCV,0.2,0.1,RidgeCV,0,0.0
SRCV,0.2,0.1,LassoCV,0,0.0
SRCV,0.2,0.1,KNN,5,0.2
SRCV,0.2,0.1,RandomForest,2,0.08
SRCV,0.2,0.1,HistGB,18,0.72
SRCV,0.2,0.15,OLS,0,0.0
SRCV,0.2,0.15,RidgeCV,0,0.0
SRCV,0.2,0.15,LassoCV,0,0.0
SRCV,0.2,0.15,KNN,5,0.2
SRCV,0.2,0.15,RandomForest,2,0.08
SRCV,0.2,0.15,HistGB,18,0.72
SRCV,0.2,0.19,OLS,0,0.0
SRCV,0.2,0.19,RidgeCV,0,0.0
SRCV,0.2,0.19,LassoCV,0,0.0
SRCV,0.2,0.19,KNN,5,0.2
SRCV,0.2,0.19,RandomForest,2,0.08
SRCV,0.2,0.19,HistGB,18,0.72
SRCV,0.2,0.2,OLS,0,0.0
SRCV,0.2,0.2,RidgeCV,0,0.0
SRCV,0.2,0.2,LassoCV,0,0.0
SRCV,0.2,0.2,KNN,5,0.2
SRCV,0.2,0.2,RandomForest,2,0.08
SRCV,0.2,0.2,HistGB,18,0.72
SRCV,0.2,0.21,OLS,0,0.0
SRCV,0.2,0.21,RidgeCV,0,0.0
SRCV,0.2,0.21,LassoCV,0,0.0
SRCV,0.2,0.21,KNN,5,0.2
SRCV,0.2,0.21,RandomForest,2,0.08
SRCV,0.2,0.21,HistGB,18,0.72
SRCV,0.2,0.24,OLS,0,0.0
SRCV,0.2,0.24,RidgeCV,0,0.0
SRCV,0.2,0.24,LassoCV,0,0.0
SRCV,0.2,0.24,KNN,5,0.2
SRCV,0.2,0.24,RandomForest,2,0.08
SRCV,0.2,0.24,HistGB,18,0.72
SRCV,0.2,0.32,OLS,0,0.0
SRCV,0.2,0.32,RidgeCV,0,0.0
SRCV,0.2,0.32,LassoCV,0,0.0
SRCV,0.2,0.32,KNN,5,0.2
SRCV,0.2,0.32,RandomForest,2,0.08
SRCV,0.2,0.32,HistGB,18,0.72
SRCV,0.2,0.4,OLS,0,0.0
SRCV,0.2,0.4,RidgeCV,0,0.0
SRCV,0.2,0.4,LassoCV,0,0.0
SRCV,0.2,0.4,KNN,5,0.2
SRCV,0.2,0.4,RandomForest,2,0.08
SRCV,0.2,0.4,HistGB,18,0.72
SRCV,0.2,0.5,OLS,0,0.0
SRCV,0.2,0.5,RidgeCV,0,0.0
SRCV,0.2,0.5,LassoCV,0,0.0
SRCV,0.2,0.5,KNN,5,0.2
SRCV,0.2,0.5,RandomForest,2,0.08
SRCV,0.2,0.5,HistGB,18,0.72
SRCV,0.205,0.0,OLS,0,0.0
SRCV,0.205,0.0,RidgeCV,0,0.0
SRCV,0.205,0.0,LassoCV,0,0.0
SRCV,0.205,0.0,KNN,7,0.28
SRCV,0.205,0.0,RandomForest,1,0.04
SRCV,0.205,0.0,HistGB,17,0.68
SRCV,0.205,0.025,OLS,0,0.0
SRCV,0.205,0.025,RidgeCV,0,0.0
SRCV,0.205,0.025,LassoCV,0,0.0
SRCV,0.205,0.025,KNN,7,0.28
SRCV,0.205,0.025,RandomForest,1,0.04
SRCV,0.205,0.025,HistGB,17,0.68
SRCV,0.205,0.1,OLS,0,0.0
SRCV,0.205,0.1,RidgeCV,0,0.0
SRCV,0.205,0.1,LassoCV,0,0.0
SRCV,0.205,0.1,KNN,7,0.28
SRCV,0.205,0.1,RandomForest,1,0.04
SRCV,0.205,0.1,HistGB,17,0.68
SRCV,0.205,0.15,OLS,0,0.0
SRCV,0.205,0.15,RidgeCV,0,0.0
SRCV,0.205,0.15,LassoCV,0,0.0
SRCV,0.205,0.15,KNN,7,0.28
SRCV,0.205,0.15,RandomForest,1,0.04
SRCV,0.205,0.15,HistGB,17,0.68
SRCV,0.205,0.19,OLS,0,0.0
SRCV,0.205,0.19,RidgeCV,0,0.0
SRCV,0.205,0.19,LassoCV,0,0.0
SRCV,0.205,0.19,KNN,7,0.28
SRCV,0.205,0.19,RandomForest,1,0.04
SRCV,0.205,0.19,HistGB,17,0.68
SRCV,0.205,0.2,OLS,0,0.0
SRCV,0.205,0.2,RidgeCV,0,0.0
SRCV,0.205,0.2,LassoCV,0,0.0
SRCV,0.205,0.2,KNN,7,0.28
SRCV,0.205,0.2,RandomForest,1,0.04
SRCV,0.205,0.2,HistGB,17,0.68
SRCV,0.205,0.21,OLS,0,0.0
SRCV,0.205,0.21,RidgeCV,0,0.0
SRCV,0.205,0.21,LassoCV,0,0.0
SRCV,0.205,0.21,KNN,7,0.28
SRCV,0.205,0.21,RandomForest,1,0.04
SRCV,0.205,0.21,HistGB,17,0.68
SRCV,0.205,0.24,OLS,0,0.0
SRCV,0.205,0.24,RidgeCV,0,0.0
SRCV,0.205,0.24,LassoCV,0,0.0
SRCV,0.205,0.24,KNN,7,0.28
SRCV,0.205,0.24,RandomForest,1,0.04
SRCV,0.205,0.24,HistGB,17,0.68
SRCV,0.205,0.32,OLS,0,0.0
SRCV,0.205,0.32,RidgeCV,0,0.0
SRCV,0.205,0.32,LassoCV,0,0.0
SRCV,0.205,0.32,KNN,7,0.28
SRCV,0.205,0.32,RandomForest,1,0.04
SRCV,0.205,0.32,HistGB,17,0.68
SRCV,0.205,0.4,OLS,0,0.0
SRCV,0.205,0.4,RidgeCV,0,0.0
SRCV,0.205,0.4,LassoCV,0,0.0
SRCV,0.205,0.4,KNN,7,0.28
SRCV,0.205,0.4,RandomForest,1,0.04
SRCV,0.205,0.4,HistGB,17,0.68
SRCV,0.205,0.5,OLS,0,0.0
SRCV,0.205,0.5,RidgeCV,0,0.0
SRCV,0.205,0.5,LassoCV,0,0.0
SRCV,0.205,0.5,KNN,7,0.28
SRCV,0.205,0.5,RandomForest,1,0.04
SRCV,0.205,0.5,HistGB,17,0.68
SRCV,0.21,0.0,OLS,0,0.0
SRCV,0.21,0.0,RidgeCV,0,0.0
SRCV,0.21,0.0,LassoCV,0,0.0
SRCV,0.21,0.0,KNN,6,0.24
SRCV,0.21,0.0,RandomForest,0,0.0
SRCV,0.21,0.0,HistGB,19,0.76
SRCV,0.21,0.025,OLS,0,0.0
SRCV,0.21,0.025,RidgeCV,0,0.0
SRCV,0.21,0.025,LassoCV,0,0.0
SRCV,0.21,0.025,KNN,6,0.24
SRCV,0.21,0.025,RandomForest,0,0.0
SRCV,0.21,0.025,HistGB,19,0.76
SRCV,0.21,0.1,OLS,0,0.0
SRCV,0.21,0.1,RidgeCV,0,0.0
SRCV,0.21,0.1,LassoCV,0,0.0
SRCV,0.21,0.1,KNN,6,0.24
SRCV,0.21,0.1,RandomForest,0,0.0
SRCV,0.21,0.1,HistGB,19,0.76
SRCV,0.21,0.15,OLS,0,0.0
SRCV,0.21,0.15,RidgeCV,0,0.0
SRCV,0.21,0.15,LassoCV,0,0.0
SRCV,0.21,0.15,KNN,6,0.24
SRCV,0.21,0.15,RandomForest,0,0.0
SRCV,0.21,0.15,HistGB,19,0.76
SRCV,0.21,0.19,OLS,0,0.0
SRCV,0.21,0.19,RidgeCV,0,0.0
SRCV,0.21,0.19,LassoCV,0,0.0
SRCV,0.21,0.19,KNN,6,0.24
SRCV,0.21,0.19,RandomForest,0,0.0
SRCV,0.21,0.19,HistGB,19,0.76
SRCV,0.21,0.2,OLS,0,0.0
SRCV,0.21,0.2,RidgeCV,0,0.0
SRCV,0.21,0.2,LassoCV,0,0.0
SRCV,0.21,0.2,KNN,6,0.24
SRCV,0.21,0.2,RandomForest,0,0.0
SRCV,0.21,0.2,HistGB,19,0.76
SRCV,0.21,0.21,OLS,0,0.0
SRCV,0.21,0.21,RidgeCV,0,0.0
SRCV,0.21,0.21,LassoCV,0,0.0
SRCV,0.21,0.21,KNN,6,0.24
SRCV,0.21,0.21,RandomForest,0,0.0
SRCV,0.21,0.21,HistGB,19,0.76
SRCV,0.21,0.24,OLS,0,0.0
SRCV,0.21,0.24,RidgeCV,0,0.0
SRCV,0.21,0.24,LassoCV,0,0.0
SRCV,0.21,0.24,KNN,6,0.24
SRCV,0.21,0.24,RandomForest,0,0.0
SRCV,0.21,0.24,HistGB,19,0.76
SRCV,0.21,0.32,OLS,0,0.0
SRCV,0.21,0.32,RidgeCV,0,0.0
SRCV,0.21,0.32,LassoCV,0,0.0
SRCV,0.21,0.32,KNN,6,0.24
SRCV,0.21,0.32,RandomForest,0,0.0
SRCV,0.21,0.32,HistGB,19,0.76
SRCV,0.21,0.4,OLS,0,0.0
SRCV,0.21,0.4,RidgeCV,0,0.0
SRCV,0.21,0.4,LassoCV,0,0.0
SRCV,0.21,0.4,KNN,6,0.24
SRCV,0.21,0.4,RandomForest,0,0.0
SRCV,0.21,0.4,HistGB,19,0.76
SRCV,0.21,0.5,OLS,0,0.0
SRCV,0.21,0.5,RidgeCV,0,0.0
SRCV,0.21,0.5,LassoCV,0,0.0
SRCV,0.21,0.5,KNN,6,0.24
SRCV,0.21,0.5,RandomForest,0,0.0
SRCV,0.21,0.5,HistGB,19,0.76
SRCV,0.22,0.0,OLS,0,0.0
SRCV,0.22,0.0,RidgeCV,0,0.0
SRCV,0.22,0.0,LassoCV,0,0.0
SRCV,0.22,0.0,KNN,18,0.72
SRCV,0.22,0.0,RandomForest,0,0.0
SRCV,0.22,0.0,HistGB,7,0.28
SRCV,0.22,0.025,OLS,0,0.0
SRCV,0.22,0.025,RidgeCV,0,0.0
SRCV,0.22,0.025,LassoCV,0,0.0
SRCV,0.22,0.025,KNN,18,0.72
SRCV,0.22,0.025,RandomForest,0,0.0
SRCV,0.22,0.025,HistGB,7,0.28
SRCV,0.22,0.1,OLS,0,0.0
SRCV,0.22,0.1,RidgeCV,0,0.0
SRCV,0.22,0.1,LassoCV,0,0.0
SRCV,0.22,0.1,KNN,18,0.72
SRCV,0.22,0.1,RandomForest,0,0.0
SRCV,0.22,0.1,HistGB,7,0.28
SRCV,0.22,0.15,OLS,0,0.0
SRCV,0.22,0.15,RidgeCV,0,0.0
SRCV,0.22,0.15,LassoCV,0,0.0
SRCV,0.22,0.15,KNN,18,0.72
SRCV,0.22,0.15,RandomForest,0,0.0
SRCV,0.22,0.15,HistGB,7,0.28
SRCV,0.22,0.19,OLS,0,0.0
SRCV,0.22,0.19,RidgeCV,0,0.0
SRCV,0.22,0.19,LassoCV,0,0.0
SRCV,0.22,0.19,KNN,18,0.72
SRCV,0.22,0.19,RandomForest,0,0.0
SRCV,0.22,0.19,HistGB,7,0.28
SRCV,0.22,0.2,OLS,0,0.0
SRCV,0.22,0.2,RidgeCV,0,0.0
SRCV,0.22,0.2,LassoCV,0,0.0
SRCV,0.22,0.2,KNN,18,0.72
SRCV,0.22,0.2,RandomForest,0,0.0
SRCV,0.22,0.2,HistGB,7,0.28
SRCV,0.22,0.21,OLS,0,0.0
SRCV,0.22,0.21,RidgeCV,0,0.0
SRCV,0.22,0.21,LassoCV,0,0.0
SRCV,0.22,0.21,KNN,18,0.72
SRCV,0.22,0.21,RandomForest,0,0.0
SRCV,0.22,0.21,HistGB,7,0.28
SRCV,0.22,0.24,OLS,0,0.0
SRCV,0.22,0.24,RidgeCV,0,0.0
SRCV,0.22,0.24,LassoCV,0,0.0
SRCV,0.22,0.24,KNN,18,0.72
SRCV,0.22,0.24,RandomForest,0,0.0
SRCV,0.22,0.24,HistGB,7,0.28
SRCV,0.22,0.32,OLS,0,0.0
SRCV,0.22,0.32,RidgeCV,0,0.0
SRCV,0.22,0.32,LassoCV,0,0.0
SRCV,0.22,0.32,KNN,18,0.72
SRCV,0.22,0.32,RandomForest,0,0.0
SRCV,0.22,0.32,HistGB,7,0.28
SRCV,0.22,0.4,OLS,0,0.0
SRCV,0.22,0.4,RidgeCV,0,0.0
SRCV,0.22,0.4,LassoCV,0,0.0
SRCV,0.22,0.4,KNN,18,0.72
SRCV,0.22,0.4,RandomForest,0,0.0
SRCV,0.22,0.4,HistGB,7,0.28
SRCV,0.22,0.5,OLS,0,0.0
SRCV,0.22,0.5,RidgeCV,0,0.0
SRCV,0.22,0.5,LassoCV,0,0.0
SRCV,0.22,0.5,KNN,18,0.72
SRCV,0.22,0.5,RandomForest,0,0.0
SRCV,0.22,0.5,HistGB,7,0.28
SRCV,0.24,0.0,OLS,0,0.0
SRCV,0.24,0.0,RidgeCV,0,0.0
SRCV,0.24,0.0,LassoCV,0,0.0
SRCV,0.24,0.0,KNN,24,0.96
SRCV,0.24,0.0,RandomForest,0,0.0
SRCV,0.24,0.0,HistGB,1,0.04
SRCV,0.24,0.025,OLS,0,0.0
SRCV,0.24,0.025,RidgeCV,0,0.0
SRCV,0.24,0.025,LassoCV,0,0.0
SRCV,0.24,0.025,KNN,24,0.96
SRCV,0.24,0.025,RandomForest,0,0.0
SRCV,0.24,0.025,HistGB,1,0.04
SRCV,0.24,0.1,OLS,0,0.0
SRCV,0.24,0.1,RidgeCV,0,0.0
SRCV,0.24,0.1,LassoCV,0,0.0
SRCV,0.24,0.1,KNN,24,0.96
SRCV,0.24,0.1,RandomForest,0,0.0
SRCV,0.24,0.1,HistGB,1,0.04
SRCV,0.24,0.15,OLS,0,0.0
SRCV,0.24,0.15,RidgeCV,0,0.0
SRCV,0.24,0.15,LassoCV,0,0.0
SRCV,0.24,0.15,KNN,24,0.96
SRCV,0.24,0.15,RandomForest,0,0.0
SRCV,0.24,0.15,HistGB,1,0.04
SRCV,0.24,0.19,OLS,0,0.0
SRCV,0.24,0.19,RidgeCV,0,0.0
SRCV,0.24,0.19,LassoCV,0,0.0
SRCV,0.24,0.19,KNN,24,0.96
SRCV,0.24,0.19,RandomForest,0,0.0
SRCV,0.24,0.19,HistGB,1,0.04
SRCV,0.24,0.2,OLS,0,0.0
SRCV,0.24,0.2,RidgeCV,0,0.0
SRCV,0.24,0.2,LassoCV,0,0.0
SRCV,0.24,0.2,KNN,24,0.96
SRCV,0.24,0.2,RandomForest,0,0.0
SRCV,0.24,0.2,HistGB,1,0.04
SRCV,0.24,0.21,OLS,0,0.0
SRCV,0.24,0.21,RidgeCV,0,0.0
SRCV,0.24,0.21,LassoCV,0,0.0
SRCV,0.24,0.21,KNN,24,0.96
SRCV,0.24,0.21,RandomForest,0,0.0
SRCV,0.24,0.21,HistGB,1,0.04
SRCV,0.24,0.24,OLS,0,0.0
SRCV,0.24,0.24,RidgeCV,0,0.0
SRCV,0.24,0.24,LassoCV,0,0.0
SRCV,0.24,0.24,KNN,24,0.96
SRCV,0.24,0.24,RandomForest,0,0.0
SRCV,0.24,0.24,HistGB,1,0.04
SRCV,0.24,0.32,OLS,0,0.0
SRCV,0.24,0.32,RidgeCV,0,0.0
SRCV,0.24,0.32,LassoCV,0,0.0
SRCV,0.24,0.32,KNN,24,0.96
SRCV,0.24,0.32,RandomForest,0,0.0
SRCV,0.24,0.32,HistGB,1,0.04
SRCV,0.24,0.4,OLS,0,0.0
SRCV,0.24,0.4,RidgeCV,0,0.0
SRCV,0.24,0.4,LassoCV,0,0.0
SRCV,0.24,0.4,KNN,24,0.96
SRCV,0.24,0.4,RandomForest,0,0.0
SRCV,0.24,0.4,HistGB,1,0.04
SRCV,0.24,0.5,OLS,0,0.0
SRCV,0.24,0.5,RidgeCV,0,0.0
SRCV,0.24,0.5,LassoCV,0,0.0
SRCV,0.24,0.5,KNN,24,0.96
SRCV,0.24,0.5,RandomForest,0,0.0
SRCV,0.24,0.5,HistGB,1,0.04
SRCV,0.27,0.0,OLS,0,0.0
SRCV,0.27,0.0,RidgeCV,0,0.0
SRCV,0.27,0.0,LassoCV,0,0.0
SRCV,0.27,0.0,KNN,25,1.0
SRCV,0.27,0.0,RandomForest,0,0.0
SRCV,0.27,0.0,HistGB,0,0.0
SRCV,0.27,0.025,OLS,0,0.0
SRCV,0.27,0.025,RidgeCV,0,0.0
SRCV,0.27,0.025,LassoCV,0,0.0
SRCV,0.27,0.025,KNN,25,1.0
SRCV,0.27,0.025,RandomForest,0,0.0
SRCV,0.27,0.025,HistGB,0,0.0
SRCV,0.27,0.1,OLS,0,0.0
SRCV,0.27,0.1,RidgeCV,0,0.0
SRCV,0.27,0.1,LassoCV,0,0.0
SRCV,0.27,0.1,KNN,25,1.0
SRCV,0.27,0.1,RandomForest,0,0.0
SRCV,0.27,0.1,HistGB,0,0.0
SRCV,0.27,0.15,OLS,0,0.0
SRCV,0.27,0.15,RidgeCV,0,0.0
SRCV,0.27,0.15,LassoCV,0,0.0
SRCV,0.27,0.15,KNN,25,1.0
SRCV,0.27,0.15,RandomForest,0,0.0
SRCV,0.27,0.15,HistGB,0,0.0
SRCV,0.27,0.19,OLS,0,0.0
SRCV,0.27,0.19,RidgeCV,0,0.0
SRCV,0.27,0.19,LassoCV,0,0.0
SRCV,0.27,0.19,KNN,25,1.0
SRCV,0.27,0.19,RandomForest,0,0.0
SRCV,0.27,0.19,HistGB,0,0.0
SRCV,0.27,0.2,OLS,0,0.0
SRCV,0.27,0.2,RidgeCV,0,0.0
SRCV,0.27,0.2,LassoCV,0,0.0
SRCV,0.27,0.2,KNN,25,1.0
SRCV,0.27,0.2,RandomForest,0,0.0
SRCV,0.27,0.2,HistGB,0,0.0
SRCV,0.27,0.21,OLS,0,0.0
SRCV,0.27,0.21,RidgeCV,0,0.0
SRCV,0.27,0.21,LassoCV,0,0.0
SRCV,0.27,0.21,KNN,25,1.0
SRCV,0.27,0.21,RandomForest,0,0.0
SRCV,0.27,0.21,HistGB,0,0.0
SRCV,0.27,0.24,OLS,0,0.0
SRCV,0.27,0.24,RidgeCV,0,0.0
SRCV,0.27,0.24,LassoCV,0,0.0
SRCV,0.27,0.24,KNN,25,1.0
SRCV,0.27,0.24,RandomForest,0,0.0
SRCV,0.27,0.24,HistGB,0,0.0
SRCV,0.27,0.32,OLS,0,0.0
SRCV,0.27,0.32,RidgeCV,0,0.0
SRCV,0.27,0.32,LassoCV,0,0.0
SRCV,0.27,0.32,KNN,25,1.0
SRCV,0.27,0.32,RandomForest,0,0.0
SRCV,0.27,0.32,HistGB,0,0.0
SRCV,0.27,0.4,OLS,0,0.0
SRCV,0.27,0.4,RidgeCV,0,0.0
SRCV,0.27,0.4,LassoCV,0,0.0
SRCV,0.27,0.4,KNN,25,1.0
SRCV,0.27,0.4,RandomForest,0,0.0
SRCV,0.27,0.4,HistGB,0,0.0
SRCV,0.27,0.5,OLS,0,0.0
SRCV,0.27,0.5,RidgeCV,0,0.0
SRCV,0.27,0.5,LassoCV,0,0.0
SRCV,0.27,0.5,KNN,25,1.0
SRCV,0.27,0.5,RandomForest,0,0.0
SRCV,0.27,0.5,HistGB,0,0.0
SRCV,0.32,0.0,OLS,0,0.0
SRCV,0.32,0.0,RidgeCV,0,0.0
SRCV,0.32,0.0,LassoCV,0,0.0
SRCV,0.32,0.0,KNN,25,1.0
SRCV,0.32,0.0,RandomForest,0,0.0
SRCV,0.32,0.0,HistGB,0,0.0
SRCV,0.32,0.025,OLS,0,0.0
SRCV,0.32,0.025,RidgeCV,0,0.0
SRCV,0.32,0.025,LassoCV,0,0.0
SRCV,0.32,0.025,KNN,25,1.0
SRCV,0.32,0.025,RandomForest,0,0.0
SRCV,0.32,0.025,HistGB,0,0.0
SRCV,0.32,0.1,OLS,0,0.0
SRCV,0.32,0.1,RidgeCV,0,0.0
SRCV,0.32,0.1,LassoCV,0,0.0
SRCV,0.32,0.1,KNN,25,1.0
SRCV,0.32,0.1,RandomForest,0,0.0
SRCV,0.32,0.1,HistGB,0,0.0
SRCV,0.32,0.15,OLS,0,0.0
SRCV,0.32,0.15,RidgeCV,0,0.0
SRCV,0.32,0.15,LassoCV,0,0.0
SRCV,0.32,0.15,KNN,25,1.0
SRCV,0.32,0.15,RandomForest,0,0.0
SRCV,0.32,0.15,HistGB,0,0.0
SRCV,0.32,0.19,OLS,0,0.0
